"Plot Title: 21223121"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 21223121, SEN S/N: 21223121)","Coupler Attached (LGR S/N: 21223121)","Stopped (LGR S/N: 21223121)","End Of File (LGR S/N: 21223121)"
574,01/30/23 09:00:00 AM,16.523,,,
575,01/30/23 10:00:00 AM,18.521,,,
576,01/30/23 11:00:00 AM,20.234,,,
577,01/30/23 12:00:00 PM,20.615,,,
578,01/30/23 01:00:00 PM,21.473,,,
579,01/30/23 02:00:00 PM,22.046,,,
580,01/30/23 03:00:00 PM,22.238,,,
581,01/30/23 04:00:00 PM,22.429,,,
582,01/30/23 05:00:00 PM,22.142,,,
583,01/30/23 06:00:00 PM,21.569,,,
584,01/30/23 07:00:00 PM,19.187,,,
585,01/30/23 08:00:00 PM,18.521,,,
586,01/30/23 09:00:00 PM,17.475,,,
587,01/30/23 10:00:00 PM,16.903,,,
588,01/30/23 11:00:00 PM,16.237,,,
589,01/31/23 12:00:00 AM,16.046,,,
590,01/31/23 01:00:00 AM,14.804,,,
591,01/31/23 02:00:00 AM,13.461,,,
592,01/31/23 03:00:00 AM,13.750,,,
593,01/31/23 04:00:00 AM,12.787,,,
594,01/31/23 05:00:00 AM,13.846,,,
595,01/31/23 06:00:00 AM,13.173,,,
596,01/31/23 07:00:00 AM,14.325,,,
597,01/31/23 08:00:00 AM,15.855,,,
598,01/31/23 09:00:00 AM,16.999,,,
599,01/31/23 10:00:00 AM,19.282,,,
600,01/31/23 11:00:00 AM,20.805,,,
601,01/31/23 12:00:00 PM,22.142,,,
602,01/31/23 01:00:00 PM,23.196,,,
603,01/31/23 02:00:00 PM,24.545,,,
604,01/31/23 03:00:00 PM,24.738,,,
605,01/31/23 04:00:00 PM,24.835,,,
606,01/31/23 05:00:00 PM,24.835,,,
607,01/31/23 06:00:00 PM,24.448,,,
608,01/31/23 07:00:00 PM,21.951,,,
609,01/31/23 08:00:00 PM,20.901,,,
610,01/31/23 09:00:00 PM,20.234,,,
611,01/31/23 10:00:00 PM,18.616,,,
612,01/31/23 11:00:00 PM,17.855,,,
613,02/01/23 12:00:00 AM,16.427,,,
614,02/01/23 01:00:00 AM,15.569,,,
615,02/01/23 02:00:00 AM,14.900,,,
616,02/01/23 03:00:00 AM,14.325,,,
617,02/01/23 04:00:00 AM,14.038,,,
618,02/01/23 05:00:00 AM,13.654,,,
619,02/01/23 06:00:00 AM,13.942,,,
620,02/01/23 07:00:00 AM,15.378,,,
621,02/01/23 08:00:00 AM,16.713,,,
622,02/01/23 09:00:00 AM,19.187,,,
623,02/01/23 10:00:00 AM,20.519,,,
624,02/01/23 11:00:00 AM,21.282,,,
625,02/01/23 12:00:00 PM,22.238,,,
626,02/01/23 01:00:00 PM,23.004,,,
627,02/01/23 02:00:00 PM,23.773,,,
628,02/01/23 03:00:00 PM,23.966,,,
629,02/01/23 04:00:00 PM,23.869,,,
630,02/01/23 05:00:00 PM,23.966,,,
631,02/01/23 06:00:00 PM,23.581,,,
632,02/01/23 07:00:00 PM,21.091,,,
633,02/01/23 08:00:00 PM,19.567,,,
634,02/01/23 09:00:00 PM,18.236,,,
635,02/01/23 10:00:00 PM,17.284,,,
636,02/01/23 11:00:00 PM,16.523,,,
637,02/02/23 12:00:00 AM,15.569,,,
638,02/02/23 01:00:00 AM,14.038,,,
639,02/02/23 02:00:00 AM,13.269,,,
640,02/02/23 03:00:00 AM,12.013,,,
641,02/02/23 04:00:00 AM,11.528,,,
642,02/02/23 05:00:00 AM,11.041,,,
643,02/02/23 06:00:00 AM,10.259,,,
644,02/02/23 07:00:00 AM,11.722,,,
645,02/02/23 08:00:00 AM,14.804,,,
646,02/02/23 09:00:00 AM,16.903,,,
647,02/02/23 10:00:00 AM,17.760,,,
648,02/02/23 11:00:00 AM,19.092,,,
649,02/02/23 12:00:00 PM,20.234,,,
650,02/02/23 01:00:00 PM,21.187,,,
651,02/02/23 02:00:00 PM,21.091,,,
652,02/02/23 03:00:00 PM,21.664,,,
653,02/02/23 04:00:00 PM,21.187,,,
654,02/02/23 05:00:00 PM,20.043,,,
655,02/02/23 06:00:00 PM,19.662,,,
656,02/02/23 07:00:00 PM,17.950,,,
657,02/02/23 08:00:00 PM,17.189,,,
658,02/02/23 09:00:00 PM,15.855,,,
659,02/02/23 10:00:00 PM,15.760,,,
660,02/02/23 11:00:00 PM,16.427,,,
661,02/03/23 12:00:00 AM,15.951,,,
662,02/03/23 01:00:00 AM,15.855,,,
663,02/03/23 02:00:00 AM,15.473,,,
664,02/03/23 03:00:00 AM,15.282,,,
665,02/03/23 04:00:00 AM,14.996,,,
666,02/03/23 05:00:00 AM,14.613,,,
667,02/03/23 06:00:00 AM,13.654,,,
668,02/03/23 07:00:00 AM,14.325,,,
669,02/03/23 08:00:00 AM,15.187,,,
670,02/03/23 09:00:00 AM,16.999,,,
671,02/03/23 10:00:00 AM,17.950,,,
672,02/03/23 11:00:00 AM,19.282,,,
673,02/03/23 12:00:00 PM,20.710,,,
674,02/03/23 01:00:00 PM,21.951,,,
675,02/03/23 02:00:00 PM,23.004,,,
676,02/03/23 03:00:00 PM,23.677,,,
677,02/03/23 04:00:00 PM,23.677,,,
678,02/03/23 05:00:00 PM,23.292,,,
679,02/03/23 06:00:00 PM,22.238,,,
680,02/03/23 07:00:00 PM,20.901,,,
681,02/03/23 08:00:00 PM,20.615,,,
682,02/03/23 09:00:00 PM,20.234,,,
683,02/03/23 10:00:00 PM,19.472,,,
684,02/03/23 11:00:00 PM,19.282,,,
685,02/04/23 12:00:00 AM,19.187,,,
686,02/04/23 01:00:00 AM,19.187,,,
687,02/04/23 02:00:00 AM,18.806,,,
688,02/04/23 03:00:00 AM,18.045,,,
689,02/04/23 04:00:00 AM,14.804,,,
690,02/04/23 05:00:00 AM,12.304,,,
691,02/04/23 06:00:00 AM,11.139,,,
692,02/04/23 07:00:00 AM,12.207,,,
693,02/04/23 08:00:00 AM,15.378,,,
694,02/04/23 09:00:00 AM,20.710,,,
695,02/04/23 10:00:00 AM,22.908,,,
696,02/04/23 11:00:00 AM,25.610,,,
697,02/04/23 12:00:00 PM,27.961,,,
698,02/04/23 01:00:00 PM,29.152,,,
699,02/04/23 02:00:00 PM,29.752,,,
700,02/04/23 03:00:00 PM,30.356,,,
701,02/04/23 04:00:00 PM,28.754,,,
702,02/04/23 05:00:00 PM,27.665,,,
703,02/04/23 06:00:00 PM,25.513,,,
704,02/04/23 07:00:00 PM,23.100,,,
705,02/04/23 08:00:00 PM,20.901,,,
706,02/04/23 09:00:00 PM,19.662,,,
707,02/04/23 10:00:00 PM,18.521,,,
708,02/04/23 11:00:00 PM,17.475,,,
709,02/05/23 12:00:00 AM,18.426,,,
710,02/05/23 01:00:00 AM,16.999,,,
711,02/05/23 02:00:00 AM,17.189,,,
712,02/05/23 03:00:00 AM,16.999,,,
713,02/05/23 04:00:00 AM,17.189,,,
714,02/05/23 05:00:00 AM,18.140,,,
715,02/05/23 06:00:00 AM,17.760,,,
716,02/05/23 07:00:00 AM,17.379,,,
717,02/05/23 08:00:00 AM,17.950,,,
718,02/05/23 09:00:00 AM,18.996,,,
719,02/05/23 10:00:00 AM,20.519,,,
720,02/05/23 11:00:00 AM,21.473,,,
721,02/05/23 12:00:00 PM,22.429,,,
722,02/05/23 01:00:00 PM,21.282,,,
723,02/05/23 02:00:00 PM,22.046,,,
724,02/05/23 03:00:00 PM,22.812,,,
725,02/05/23 04:00:00 PM,21.855,,,
726,02/05/23 05:00:00 PM,21.091,,,
727,02/05/23 06:00:00 PM,20.519,,,
728,02/05/23 07:00:00 PM,20.043,,,
729,02/05/23 08:00:00 PM,19.282,,,
730,02/05/23 09:00:00 PM,17.950,,,
731,02/05/23 10:00:00 PM,17.284,,,
732,02/05/23 11:00:00 PM,17.094,,,
733,02/06/23 12:00:00 AM,17.094,,,
734,02/06/23 01:00:00 AM,17.094,,,
735,02/06/23 02:00:00 AM,17.094,,,
736,02/06/23 03:00:00 AM,16.713,,,
737,02/06/23 04:00:00 AM,16.618,,,
738,02/06/23 05:00:00 AM,16.427,,,
739,02/06/23 06:00:00 AM,16.046,,,
740,02/06/23 07:00:00 AM,16.427,,,
741,02/06/23 08:00:00 AM,16.808,,,
742,02/06/23 09:00:00 AM,18.045,,,
743,02/06/23 10:00:00 AM,18.711,,,
744,02/06/23 11:00:00 AM,18.996,,,
745,02/06/23 12:00:00 PM,20.615,,,
746,02/06/23 01:00:00 PM,20.901,,,
747,02/06/23 02:00:00 PM,22.238,,,
748,02/06/23 03:00:00 PM,22.238,,,
749,02/06/23 04:00:00 PM,22.333,,,
750,02/06/23 05:00:00 PM,22.525,,,
751,02/06/23 06:00:00 PM,21.855,,,
752,02/06/23 07:00:00 PM,20.329,,,
753,02/06/23 08:00:00 PM,19.377,,,
754,02/06/23 09:00:00 PM,18.996,,,
755,02/06/23 10:00:00 PM,18.616,,,
756,02/06/23 11:00:00 PM,17.570,,,
757,02/07/23 12:00:00 AM,17.475,,,
758,02/07/23 01:00:00 AM,17.284,,,
759,02/07/23 02:00:00 AM,17.475,,,
760,02/07/23 03:00:00 AM,17.189,,,
761,02/07/23 04:00:00 AM,17.189,,,
762,02/07/23 05:00:00 AM,16.903,,,
763,02/07/23 06:00:00 AM,16.523,,,
764,02/07/23 07:00:00 AM,16.618,,,
765,02/07/23 08:00:00 AM,17.284,,,
766,02/07/23 09:00:00 AM,17.950,,,
767,02/07/23 10:00:00 AM,18.711,,,
768,02/07/23 11:00:00 AM,19.948,,,
769,02/07/23 12:00:00 PM,20.329,,,
770,02/07/23 01:00:00 PM,20.234,,,
771,02/07/23 02:00:00 PM,20.138,,,
772,02/07/23 03:00:00 PM,20.901,,,
773,02/07/23 04:00:00 PM,21.378,,,
774,02/07/23 05:00:00 PM,20.805,,,
775,02/07/23 06:00:00 PM,20.329,,,
776,02/07/23 07:00:00 PM,19.472,,,
777,02/07/23 08:00:00 PM,18.806,,,
778,02/07/23 09:00:00 PM,18.616,,,
779,02/07/23 10:00:00 PM,17.950,,,
780,02/07/23 11:00:00 PM,17.284,,,
781,02/08/23 12:00:00 AM,16.427,,,
782,02/08/23 01:00:00 AM,16.618,,,
783,02/08/23 02:00:00 AM,16.427,,,
784,02/08/23 03:00:00 AM,16.332,,,
785,02/08/23 04:00:00 AM,16.046,,,
786,02/08/23 05:00:00 AM,15.664,,,
787,02/08/23 06:00:00 AM,15.473,,,
788,02/08/23 07:00:00 AM,15.569,,,
789,02/08/23 08:00:00 AM,16.046,,,
790,02/08/23 09:00:00 AM,17.094,,,
791,02/08/23 10:00:00 AM,17.950,,,
792,02/08/23 11:00:00 AM,18.616,,,
793,02/08/23 12:00:00 PM,19.567,,,
794,02/08/23 01:00:00 PM,19.948,,,
795,02/08/23 02:00:00 PM,20.043,,,
796,02/08/23 03:00:00 PM,20.234,,,
797,02/08/23 04:00:00 PM,21.473,,,
798,02/08/23 05:00:00 PM,20.519,,,
799,02/08/23 06:00:00 PM,19.187,,,
800,02/08/23 07:00:00 PM,17.760,,,
801,02/08/23 08:00:00 PM,17.665,,,
802,02/08/23 09:00:00 PM,17.475,,,
803,02/08/23 10:00:00 PM,17.284,,,
804,02/08/23 11:00:00 PM,16.523,,,
805,02/09/23 12:00:00 AM,15.569,,,
806,02/09/23 01:00:00 AM,14.900,,,
807,02/09/23 02:00:00 AM,14.134,,,
808,02/09/23 03:00:00 AM,14.134,,,
809,02/09/23 04:00:00 AM,13.942,,,
810,02/09/23 05:00:00 AM,13.558,,,
811,02/09/23 06:00:00 AM,13.173,,,
812,02/09/23 07:00:00 AM,13.365,,,
813,02/09/23 08:00:00 AM,14.038,,,
814,02/09/23 09:00:00 AM,14.230,,,
815,02/09/23 10:00:00 AM,16.237,,,
816,02/09/23 11:00:00 AM,17.379,,,
817,02/09/23 12:00:00 PM,18.806,,,
818,02/09/23 01:00:00 PM,19.948,,,
819,02/09/23 02:00:00 PM,21.091,,,
820,02/09/23 03:00:00 PM,21.282,,,
821,02/09/23 04:00:00 PM,21.091,,,
822,02/09/23 05:00:00 PM,20.329,,,
823,02/09/23 06:00:00 PM,19.853,,,
824,02/09/23 07:00:00 PM,19.092,,,
825,02/09/23 08:00:00 PM,18.140,,,
826,02/09/23 09:00:00 PM,16.713,,,
827,02/09/23 10:00:00 PM,15.664,,,
828,02/09/23 11:00:00 PM,14.613,,,
829,02/10/23 12:00:00 AM,13.654,,,
830,02/10/23 01:00:00 AM,12.883,,,
831,02/10/23 02:00:00 AM,12.110,,,
832,02/10/23 03:00:00 AM,11.916,,,
833,02/10/23 04:00:00 AM,11.722,,,
834,02/10/23 05:00:00 AM,11.916,,,
835,02/10/23 06:00:00 AM,12.304,,,
836,02/10/23 07:00:00 AM,12.980,,,
837,02/10/23 08:00:00 AM,14.038,,,
838,02/10/23 09:00:00 AM,16.141,,,
839,02/10/23 10:00:00 AM,16.427,,,
840,02/10/23 11:00:00 AM,17.570,,,
841,02/10/23 12:00:00 PM,19.567,,,
842,02/10/23 01:00:00 PM,21.187,,,
843,02/10/23 02:00:00 PM,21.091,,,
844,02/10/23 03:00:00 PM,20.996,,,
845,02/10/23 04:00:00 PM,20.329,,,
846,02/10/23 05:00:00 PM,19.662,,,
847,02/10/23 06:00:00 PM,18.521,,,
848,02/10/23 07:00:00 PM,16.903,,,
849,02/10/23 08:00:00 PM,15.569,,,
850,02/10/23 09:00:00 PM,14.517,,,
851,02/10/23 10:00:00 PM,13.365,,,
852,02/10/23 11:00:00 PM,12.883,,,
853,02/11/23 12:00:00 AM,12.304,,,
854,02/11/23 01:00:00 AM,11.916,,,
855,02/11/23 02:00:00 AM,11.625,,,
856,02/11/23 03:00:00 AM,11.431,,,
857,02/11/23 04:00:00 AM,11.334,,,
858,02/11/23 05:00:00 AM,10.748,,,
859,02/11/23 06:00:00 AM,10.357,,,
860,02/11/23 07:00:00 AM,10.846,,,
861,02/11/23 08:00:00 AM,12.883,,,
862,02/11/23 09:00:00 AM,17.379,,,
863,02/11/23 10:00:00 AM,15.951,,,
864,02/11/23 11:00:00 AM,16.999,,,
865,02/11/23 12:00:00 PM,17.094,,,
866,02/11/23 01:00:00 PM,17.760,,,
867,02/11/23 02:00:00 PM,18.711,,,
868,02/11/23 03:00:00 PM,18.331,,,
869,02/11/23 04:00:00 PM,17.570,,,
870,02/11/23 05:00:00 PM,16.523,,,
871,02/11/23 06:00:00 PM,15.473,,,
872,02/11/23 07:00:00 PM,14.900,,,
873,02/11/23 08:00:00 PM,14.900,,,
874,02/11/23 09:00:00 PM,15.091,,,
875,02/11/23 10:00:00 PM,15.091,,,
876,02/11/23 11:00:00 PM,14.996,,,
877,02/12/23 12:00:00 AM,14.804,,,
878,02/12/23 01:00:00 AM,15.091,,,
879,02/12/23 02:00:00 AM,14.613,,,
880,02/12/23 03:00:00 AM,14.421,,,
881,02/12/23 04:00:00 AM,13.942,,,
882,02/12/23 05:00:00 AM,13.942,,,
883,02/12/23 06:00:00 AM,13.269,,,
884,02/12/23 07:00:00 AM,14.230,,,
885,02/12/23 08:00:00 AM,15.282,,,
886,02/12/23 09:00:00 AM,16.332,,,
887,02/12/23 10:00:00 AM,17.475,,,
888,02/12/23 11:00:00 AM,18.521,,,
889,02/12/23 12:00:00 PM,19.282,,,
890,02/12/23 01:00:00 PM,19.948,,,
891,02/12/23 02:00:00 PM,20.805,,,
892,02/12/23 03:00:00 PM,21.473,,,
893,02/12/23 04:00:00 PM,21.473,,,
894,02/12/23 05:00:00 PM,20.996,,,
895,02/12/23 06:00:00 PM,20.424,,,
896,02/12/23 07:00:00 PM,18.806,,,
897,02/12/23 08:00:00 PM,17.665,,,
898,02/12/23 09:00:00 PM,15.855,,,
899,02/12/23 10:00:00 PM,14.517,,,
900,02/12/23 11:00:00 PM,13.461,,,
901,02/13/23 12:00:00 AM,12.401,,,
902,02/13/23 01:00:00 AM,11.625,,,
903,02/13/23 02:00:00 AM,10.944,,,
904,02/13/23 03:00:00 AM,10.455,,,
905,02/13/23 04:00:00 AM,9.866,,,
906,02/13/23 05:00:00 AM,9.472,,,
907,02/13/23 06:00:00 AM,9.176,,,
908,02/13/23 07:00:00 AM,10.846,,,
909,02/13/23 08:00:00 AM,14.230,,,
910,02/13/23 09:00:00 AM,16.713,,,
911,02/13/23 10:00:00 AM,18.616,,,
912,02/13/23 11:00:00 AM,20.901,,,
913,02/13/23 12:00:00 PM,21.282,,,
914,02/13/23 01:00:00 PM,22.142,,,
915,02/13/23 02:00:00 PM,23.100,,,
916,02/13/23 03:00:00 PM,23.292,,,
917,02/13/23 04:00:00 PM,23.581,,,
918,02/13/23 05:00:00 PM,22.525,,,
919,02/13/23 06:00:00 PM,21.664,,,
920,02/13/23 07:00:00 PM,20.329,,,
921,02/13/23 08:00:00 PM,18.426,,,
922,02/13/23 09:00:00 PM,17.950,,,
923,02/13/23 10:00:00 PM,18.045,,,
924,02/13/23 11:00:00 PM,16.237,,,
925,02/14/23 12:00:00 AM,16.141,,,
926,02/14/23 01:00:00 AM,14.517,,,
927,02/14/23 02:00:00 AM,13.846,,,
928,02/14/23 03:00:00 AM,13.076,,,
929,02/14/23 04:00:00 AM,10.846,,,
930,02/14/23 05:00:00 AM,10.161,,,
931,02/14/23 06:00:00 AM,9.472,,,
932,02/14/23 07:00:00 AM,10.063,,,
933,02/14/23 08:00:00 AM,16.808,,,
934,02/14/23 09:00:00 AM,18.426,,,
935,02/14/23 10:00:00 AM,20.043,,,
936,02/14/23 11:00:00 AM,21.664,,,
937,02/14/23 12:00:00 PM,22.812,,,
938,02/14/23 01:00:00 PM,24.158,,,
939,02/14/23 02:00:00 PM,24.255,,,
940,02/14/23 03:00:00 PM,24.448,,,
941,02/14/23 04:00:00 PM,23.773,,,
942,02/14/23 05:00:00 PM,23.100,,,
943,02/14/23 06:00:00 PM,22.046,,,
944,02/14/23 07:00:00 PM,20.996,,,
945,02/14/23 08:00:00 PM,19.758,,,
946,02/14/23 09:00:00 PM,19.092,,,
947,02/14/23 10:00:00 PM,17.570,,,
948,02/14/23 11:00:00 PM,15.569,,,
949,02/15/23 12:00:00 AM,17.094,,,
950,02/15/23 01:00:00 AM,16.332,,,
951,02/15/23 02:00:00 AM,15.187,,,
952,02/15/23 03:00:00 AM,12.883,,,
953,02/15/23 04:00:00 AM,11.236,,,
954,02/15/23 05:00:00 AM,9.965,,,
955,02/15/23 06:00:00 AM,8.879,,,
956,02/15/23 07:00:00 AM,9.965,,,
957,02/15/23 08:00:00 AM,12.594,,,
958,02/15/23 09:00:00 AM,16.237,,,
959,02/15/23 10:00:00 AM,17.855,,,
960,02/15/23 11:00:00 AM,20.615,,,
961,02/15/23 12:00:00 PM,21.473,,,
962,02/15/23 01:00:00 PM,22.429,,,
963,02/15/23 02:00:00 PM,23.581,,,
964,02/15/23 03:00:00 PM,24.738,,,
965,02/15/23 04:00:00 PM,25.319,,,
966,02/15/23 05:00:00 PM,25.125,,,
967,02/15/23 06:00:00 PM,23.581,,,
968,02/15/23 07:00:00 PM,21.569,,,
969,02/15/23 08:00:00 PM,18.806,,,
970,02/15/23 09:00:00 PM,16.618,,,
971,02/15/23 10:00:00 PM,14.996,,,
972,02/15/23 11:00:00 PM,13.846,,,
973,02/16/23 12:00:00 AM,13.558,,,
974,02/16/23 01:00:00 AM,12.980,,,
975,02/16/23 02:00:00 AM,12.497,,,
976,02/16/23 03:00:00 AM,13.076,,,
977,02/16/23 04:00:00 AM,13.269,,,
978,02/16/23 05:00:00 AM,13.846,,,
979,02/16/23 06:00:00 AM,14.038,,,
980,02/16/23 07:00:00 AM,14.517,,,
981,02/16/23 08:00:00 AM,15.282,,,
982,02/16/23 09:00:00 AM,16.141,,,
983,02/16/23 10:00:00 AM,17.284,,,
984,02/16/23 11:00:00 AM,18.711,,,
985,02/16/23 12:00:00 PM,19.377,,,
986,02/16/23 01:00:00 PM,20.901,,,
987,02/16/23 02:00:00 PM,20.519,,,
988,02/16/23 03:00:00 PM,21.282,,,
989,02/16/23 04:00:00 PM,20.424,,,
990,02/16/23 05:00:00 PM,19.758,,,
991,02/16/23 06:00:00 PM,18.711,,,
992,02/16/23 07:00:00 PM,17.189,,,
993,02/16/23 08:00:00 PM,16.237,,,
994,02/16/23 09:00:00 PM,15.664,,,
995,02/16/23 10:00:00 PM,14.900,,,
996,02/16/23 11:00:00 PM,14.134,,,
997,02/17/23 12:00:00 AM,13.365,,,
998,02/17/23 01:00:00 AM,13.558,,,
999,02/17/23 02:00:00 AM,14.325,,,
1000,02/17/23 03:00:00 AM,14.517,,,
1001,02/17/23 04:00:00 AM,14.421,,,
1002,02/17/23 05:00:00 AM,14.325,,,
1003,02/17/23 06:00:00 AM,14.709,,,
1004,02/17/23 07:00:00 AM,15.091,,,
1005,02/17/23 08:00:00 AM,15.855,,,
1006,02/17/23 09:00:00 AM,16.713,,,
1007,02/17/23 10:00:00 AM,18.331,,,
1008,02/17/23 11:00:00 AM,19.377,,,
1009,02/17/23 12:00:00 PM,19.377,,,
1010,02/17/23 01:00:00 PM,20.234,,,
1011,02/17/23 02:00:00 PM,20.710,,,
1012,02/17/23 03:00:00 PM,20.901,,,
1013,02/17/23 04:00:00 PM,20.805,,,
1014,02/17/23 05:00:00 PM,20.234,,,
1015,02/17/23 06:00:00 PM,18.806,,,
1016,02/17/23 07:00:00 PM,17.855,,,
1017,02/17/23 08:00:00 PM,16.903,,,
1018,02/17/23 09:00:00 PM,16.237,,,
1019,02/17/23 10:00:00 PM,15.664,,,
1020,02/17/23 11:00:00 PM,14.613,,,
1021,02/18/23 12:00:00 AM,13.942,,,
1022,02/18/23 01:00:00 AM,13.173,,,
1023,02/18/23 02:00:00 AM,12.594,,,
1024,02/18/23 03:00:00 AM,13.750,,,
1025,02/18/23 04:00:00 AM,13.846,,,
1026,02/18/23 05:00:00 AM,12.883,,,
1027,02/18/23 06:00:00 AM,12.110,,,
1028,02/18/23 07:00:00 AM,13.076,,,
1029,02/18/23 08:00:00 AM,14.900,,,
1030,02/18/23 09:00:00 AM,16.427,,,
1031,02/18/23 10:00:00 AM,17.475,,,
1032,02/18/23 11:00:00 AM,18.901,,,
1033,02/18/23 12:00:00 PM,19.853,,,
1034,02/18/23 01:00:00 PM,20.710,,,
1035,02/18/23 02:00:00 PM,21.282,,,
1036,02/18/23 03:00:00 PM,22.046,,,
1037,02/18/23 04:00:00 PM,22.142,,,
1038,02/18/23 05:00:00 PM,21.091,,,
1039,02/18/23 06:00:00 PM,19.567,,,
1040,02/18/23 07:00:00 PM,18.521,,,
1041,02/18/23 08:00:00 PM,17.855,,,
1042,02/18/23 09:00:00 PM,17.284,,,
1043,02/18/23 10:00:00 PM,16.999,,,
1044,02/18/23 11:00:00 PM,16.808,,,
1045,02/19/23 12:00:00 AM,16.618,,,
1046,02/19/23 01:00:00 AM,16.141,,,
1047,02/19/23 02:00:00 AM,14.421,,,
1048,02/19/23 03:00:00 AM,13.173,,,
1049,02/19/23 04:00:00 AM,12.497,,,
1050,02/19/23 05:00:00 AM,11.528,,,
1051,02/19/23 06:00:00 AM,10.944,,,
1052,02/19/23 07:00:00 AM,11.139,,,
1053,02/19/23 08:00:00 AM,14.996,,,
1054,02/19/23 09:00:00 AM,16.618,,,
1055,02/19/23 10:00:00 AM,18.045,,,
1056,02/19/23 11:00:00 AM,20.424,,,
1057,02/19/23 12:00:00 PM,20.710,,,
1058,02/19/23 01:00:00 PM,22.429,,,
1059,02/19/23 02:00:00 PM,23.388,,,
1060,02/19/23 03:00:00 PM,23.869,,,
1061,02/19/23 04:00:00 PM,24.448,,,
1062,02/19/23 05:00:00 PM,23.581,,,
1063,02/19/23 06:00:00 PM,21.664,,,
1064,02/19/23 07:00:00 PM,19.948,,,
1065,02/19/23 08:00:00 PM,19.282,,,
1066,02/19/23 09:00:00 PM,17.950,,,
1067,02/19/23 10:00:00 PM,17.665,,,
1068,02/19/23 11:00:00 PM,16.523,,,
1069,02/20/23 12:00:00 AM,14.804,,,
1070,02/20/23 01:00:00 AM,14.038,,,
1071,02/20/23 02:00:00 AM,13.076,,,
1072,02/20/23 03:00:00 AM,12.594,,,
1073,02/20/23 04:00:00 AM,12.401,,,
1074,02/20/23 05:00:00 AM,12.401,,,
1075,02/20/23 06:00:00 AM,12.110,,,
1076,02/20/23 07:00:00 AM,12.207,,,
1077,02/20/23 08:00:00 AM,14.804,,,
1078,02/20/23 09:00:00 AM,18.045,,,
1079,02/20/23 10:00:00 AM,19.758,,,
1080,02/20/23 11:00:00 AM,21.664,,,
1081,02/20/23 12:00:00 PM,23.869,,,
1082,02/20/23 01:00:00 PM,25.708,,,
1083,02/20/23 02:00:00 PM,26.977,,,
1084,02/20/23 03:00:00 PM,28.357,,,
1085,02/20/23 04:00:00 PM,29.252,,,
1086,02/20/23 05:00:00 PM,28.555,,,
1087,02/20/23 06:00:00 PM,26.097,,,
1088,02/20/23 07:00:00 PM,23.004,,,
1089,02/20/23 08:00:00 PM,21.855,,,
1090,02/20/23 09:00:00 PM,20.424,,,
1091,02/20/23 10:00:00 PM,18.901,,,
1092,02/20/23 11:00:00 PM,17.379,,,
1093,02/21/23 12:00:00 AM,16.523,,,
1094,02/21/23 01:00:00 AM,15.760,,,
1095,02/21/23 02:00:00 AM,14.613,,,
1096,02/21/23 03:00:00 AM,13.942,,,
1097,02/21/23 04:00:00 AM,13.076,,,
1098,02/21/23 05:00:00 AM,12.787,,,
1099,02/21/23 06:00:00 AM,12.207,,,
1100,02/21/23 07:00:00 AM,12.304,,,
1101,02/21/23 08:00:00 AM,14.134,,,
1102,02/21/23 09:00:00 AM,15.951,,,
1103,02/21/23 10:00:00 AM,18.521,,,
1104,02/21/23 11:00:00 AM,20.138,,,
1105,02/21/23 12:00:00 PM,22.525,,,
1106,02/21/23 01:00:00 PM,23.677,,,
1107,02/21/23 02:00:00 PM,24.545,,,
1108,02/21/23 03:00:00 PM,24.931,,,
1109,02/21/23 04:00:00 PM,22.238,,,
1110,02/21/23 05:00:00 PM,19.377,,,
1111,02/21/23 06:00:00 PM,16.618,,,
1112,02/21/23 07:00:00 PM,15.091,,,
1113,02/21/23 08:00:00 PM,14.134,,,
1114,02/21/23 09:00:00 PM,13.654,,,
1115,02/21/23 10:00:00 PM,13.365,,,
1116,02/21/23 11:00:00 PM,13.173,,,
1117,02/22/23 12:00:00 AM,13.558,,,
1118,02/22/23 01:00:00 AM,13.365,,,
1119,02/22/23 02:00:00 AM,13.173,,,
1120,02/22/23 03:00:00 AM,12.594,,,
1121,02/22/23 04:00:00 AM,12.594,,,
1122,02/22/23 05:00:00 AM,12.497,,,
1123,02/22/23 06:00:00 AM,12.980,,,
1124,02/22/23 07:00:00 AM,13.269,,,
1125,02/22/23 08:00:00 AM,13.558,,,
1126,02/22/23 09:00:00 AM,14.038,,,
1127,02/22/23 10:00:00 AM,14.517,,,
1128,02/22/23 11:00:00 AM,14.517,,,
1129,02/22/23 12:00:00 PM,15.855,,,
1130,02/22/23 01:00:00 PM,15.951,,,
1131,02/22/23 02:00:00 PM,16.903,,,
1132,02/22/23 03:00:00 PM,17.570,,,
1133,02/22/23 04:00:00 PM,18.996,,,
1134,02/22/23 05:00:00 PM,17.855,,,
1135,02/22/23 06:00:00 PM,16.523,,,
1136,02/22/23 07:00:00 PM,15.473,,,
1137,02/22/23 08:00:00 PM,15.378,,,
1138,02/22/23 09:00:00 PM,15.187,,,
1139,02/22/23 10:00:00 PM,14.709,,,
1140,02/22/23 11:00:00 PM,14.230,,,
1141,02/23/23 12:00:00 AM,14.613,,,
1142,02/23/23 01:00:00 AM,14.709,,,
1143,02/23/23 02:00:00 AM,14.996,,,
1144,02/23/23 03:00:00 AM,14.613,,,
1145,02/23/23 04:00:00 AM,14.421,,,
